IID	Group	Sex	Date	Population	NumSNPs	k1	k2	k3
VK544_noUDG.SG	BA-N	F	1100.0	Ireland_Viking.SG	818169	0.148084	0.193809	0.658107
VK545_noUDG.SG	BA-N	M	1185.0	Ireland_Viking.SG	891169	0.112225	0.224231	0.663544
VK546_noUDG.SG	BA-N	M	1100.0	Ireland_Viking.SG	90985	0.149849	0.226616	0.623534
I8582	BA-N	F	4025.0	IsleofMan_EBA_lowsteppe	95541	0.166998	0.315715	0.517287
VK170_noUDG.SG	BA-N	M	1050.0	IsleOfMan_Viking.SG	735635	0.162424	0.212705	0.624870
VEN005	BA-S	F	1250.0	Italy_Basilicata_Venosa	213071	0.014955	0.552333	0.432713
VEN006	BA-S	M	1250.0	Italy_Basilicata_Venosa	454044	0.030475	0.527101	0.442424
VEN008	BA-S	M	1250.0	Italy_Basilicata_Venosa	79483	0.056506	0.545751	0.397743
VEN009	BA-S	F	1250.0	Italy_Basilicata_Venosa	96785	0.016687	0.562949	0.420364
VEN010	BA-S	M	1250.0	Italy_Basilicata_Venosa	102609	0.047637	0.578164	0.374200
VEN012	BA-S	M	1250.0	Italy_Basilicata_Venosa	184957	0.014070	0.545768	0.440162
VEN013	BA-S	M	1250.0	Italy_Basilicata_Venosa	543962	0.029648	0.553379	0.416973
VEN014	BA-S	F	1250.0	Italy_Basilicata_Venosa	45870	0.029067	0.569020	0.401912
VEN015	BA-S	F	1250.0	Italy_Basilicata_Venosa	857728	0.016209	0.544837	0.438954
VEN016	BA-S	F	1250.0	Italy_Basilicata_Venosa	407533	0.032259	0.518524	0.449217
VEN018	BA-S	F	1250.0	Italy_Basilicata_Venosa	60774	0.033274	0.527587	0.439139
VEN021	BA-S	F	1250.0	Italy_Basilicata_Venosa	41171	0.026533	0.544884	0.428584
VEN022	BA-S	M	1250.0	Italy_Basilicata_Venosa	30062	0.000010	0.525564	0.474426
VEN017	BA-S	M	1250.0	Italy_Basilicata_Venosa_1d.rel.VEN008	32329	0.066600	0.492124	0.441276
BRC003.SG	BA-S	M	3447.0	Italy_Broion_BA.SG	788118	0.087374	0.533762	0.378864
BRC007.SG	EF	F	3491.0	Italy_Broion_BA.SG	186264	0.090954	0.571485	0.337560
BRC001.SG	EF	M	5061.0	Italy_Broion_CA.SG	170050	0.096028	0.804253	0.099719
BRC022.SG	EF	M	5152.0	Italy_Broion_CA.SG	138938	0.087061	0.814006	0.098933
BRC010.SG	EF	F	3804.0	Italy_Broion_EBA.SG	324825	0.078634	0.576895	0.344471
BRC030.SG	BA-S	F	3772.0	Italy_Broion_EBA.SG	98051	0.100787	0.468518	0.430696
R1014_oEEF.SG	EF	M	7074.0	Italy_C.SG	569980	0.132070	0.803775	0.064156
R19.SG	EF	M	7146.0	Italy_Central_N_dup.I16762.SG	491108	0.040170	0.834208	0.125622
R16.SG	EF	F	7202.0	Italy_Central_N.SG	484861	0.068712	0.824845	0.106442
R17.SG	EF	M	7216.0	Italy_Central_N.SG	516604	0.059173	0.797346	0.143482
R18.SG	EF	F	7271.0	Italy_Central_N.SG	543544	0.007593	0.879101	0.113306
GLR003.SG	EF-ADMIX	M	4723.0	Italy_Gattolino_CA_lc.SG	7297	0.130832	0.827001	0.042167
R1.SG	BA-S	F	2832.0	Italy_IA_Republic_o.SG	1124661	0.028567	0.463911	0.507522
R475.SG	EF	F	2600.0	Italy_IA_Republic_oEasternMediterranean_o.SG	841111	0.035204	0.601064	0.363733
R437.SG	BA-S	M	2250.0	Italy_IA_Republic_oEasternMediterranean.SG	901152	0.000010	0.566236	0.433754
R850.SG	BA-S	M	2600.0	Italy_IA_Republic_oEasternMediterranean.SG	591180	0.000010	0.540808	0.459182
R1015.SG	EF	F	2800.0	Italy_IA_Republic.SG	656393	0.100640	0.565904	0.333455
R1016.SG	BA-S	M	2750.0	Italy_IA_Republic.SG	406802	0.086691	0.567479	0.345830
R1021.SG	BA-S	M	2600.0	Italy_IA_Republic.SG	539865	0.099794	0.514178	0.386028
R435.SG	BA-S	M	2350.0	Italy_IA_Republic.SG	778252	0.133718	0.454287	0.411995
R473.SG	BA-S	F	2600.0	Italy_IA_Republic.SG	1046133	0.064449	0.540817	0.394734
R474.SG	BA-S	M	2600.0	Italy_IA_Republic.SG	845068	0.066173	0.482477	0.451351
R851.SG	BA-S	M	2600.0	Italy_IA_Republic.SG	610243	0.094558	0.565890	0.339552
R111.SG	BA-S	M	1850.0	Italy_Imperial_o2.SG	553170	0.020942	0.526001	0.453057
R70.SG	BA-S	M	1750.0	Italy_Imperial_o4.SG	811736	0.000010	0.571729	0.428261
R116.SG	BA-S	M	1850.0	Italy_Imperial_oCentralEuropean.SG	790611	0.117311	0.408312	0.474377
R37.SG	BA-S	F	1750.0	Italy_Imperial_oCentralEuropean.SG	735603	0.166134	0.467892	0.365973
R113.SG	BA-S	M	1850.0	Italy_Imperial.SG	570920	0.002695	0.549947	0.447358
R114.SG	BA-S	F	1850.0	Italy_Imperial.SG	833077	0.000010	0.524501	0.475489
R115.SG	BA-S	M	1850.0	Italy_Imperial.SG	817504	0.000010	0.544629	0.455361
R125.SG	BA-S	F	1750.0	Italy_Imperial.SG	608309	0.000010	0.554652	0.445338
R126.SG	BA-S	F	1650.0	Italy_Imperial.SG	788237	0.000010	0.580912	0.419078
R131.SG	BA-S	M	1850.0	Italy_Imperial.SG	539511	0.000010	0.539224	0.460766
R1543.SG	BA-S	M	1750.0	Italy_Imperial.SG	760578	0.000010	0.552116	0.447874
R1544.SG	BA-S	F	1750.0	Italy_Imperial.SG	730829	0.000010	0.529317	0.470673
R1545.SG	BA-S	M	1750.0	Italy_Imperial.SG	931711	0.000010	0.538494	0.461496
R1549.SG	BA-S	M	1814.0	Italy_Imperial.SG	774127	0.023224	0.458935	0.517841
R40.SG	BA-S	F	1750.0	Italy_Imperial.SG	781460	0.000010	0.578013	0.421977
R41.SG	BA-S	F	1750.0	Italy_Imperial.SG	830737	0.000010	0.568594	0.431396
R436.SG	BA-S	F	1850.0	Italy_Imperial.SG	910395	0.000010	0.538343	0.461647
R44.SG	BA-S	M	1750.0	Italy_Imperial.SG	790754	0.000010	0.610256	0.389734
R47.SG	BA-S	M	1655.0	Italy_Imperial.SG	827781	0.000010	0.526158	0.473832
R49.SG	BA-S	F	1750.0	Italy_Imperial.SG	853107	0.001135	0.524517	0.474348
R50.SG	BA-S	M	1699.0	Italy_Imperial.SG	893041	0.000010	0.513856	0.486134
R51.SG	BA-S	F	1750.0	Italy_Imperial.SG	757604	0.000010	0.541685	0.458305
R66.SG	BA-S	M	1750.0	Italy_Imperial.SG	540818	0.000010	0.586580	0.413410
R73.SG	BA-S	F	1750.0	Italy_Imperial.SG	755648	0.000010	0.537275	0.462715
R835.SG	BA-S	M	1814.0	Italy_Imperial.SG	536844	0.000010	0.537590	0.462400
R836.SG	BA-S	F	1814.0	Italy_Imperial.SG	527703	0.000010	0.533085	0.466905
R105.SG	BA-S	M	1450.0	Italy_LA_o1CentralEuropean.SG	833355	0.086636	0.419371	0.493993
R108.SG	BA-S	M	1450.0	Italy_LA_o1CentralEuropean.SG	810619	0.092015	0.385815	0.522170
R109.SG	BA-S	F	1450.0	Italy_LA_o1CentralEuropean.SG	487164	0.071248	0.441928	0.486825
R110.SG	BA-S	M	1450.0	Italy_LA_o1CentralEuropean.SG	625125	0.072109	0.473524	0.454367
R33.SG	BA-S	M	1450.0	Italy_LA_o1CentralEuropean.SG	944830	0.062741	0.470661	0.466598
R106.SG	BA-N	F	1450.0	Italy_LA_o2CentralEuropean.SG	789007	0.127532	0.307926	0.564542
R31.SG	BA-N	M	1538.0	Italy_LA_o3CentralEuropean.SG	1020115	0.143968	0.289356	0.566676
R104.SG	EF	M	1319.0	Italy_LA_oSardiniaLike.SG	697239	0.088692	0.724460	0.186848
R107.SG	BA-S	M	1450.0	Italy_LA.SG	923090	0.001404	0.533174	0.465422
R117.SG	BA-S	M	1450.0	Italy_LA.SG	753182	0.000010	0.538401	0.461589
R118.SG	BA-S	M	1450.0	Italy_LA.SG	593233	0.025494	0.501183	0.473323
R120.SG	BA-S	M	1450.0	Italy_LA.SG	511395	0.034664	0.513659	0.451677
R121.SG	BA-S	F	1450.0	Italy_LA.SG	571966	0.000010	0.497788	0.502202
R122.SG	BA-S	F	1450.0	Italy_LA.SG	906107	0.000010	0.543563	0.456427
R130.SG	BA-S	M	1550.0	Italy_LA.SG	903204	0.000010	0.566558	0.433432
R133.SG	BA-S	F	1550.0	Italy_LA.SG	946728	0.000010	0.538635	0.461355
R134.SG	BA-S	F	1550.0	Italy_LA.SG	826815	0.000010	0.533505	0.466485
R136.SG	BA-S	M	1550.0	Italy_LA.SG	997470	0.000010	0.509419	0.490571
R137.SG	BA-S	F	1550.0	Italy_LA.SG	881991	0.000010	0.550655	0.449335
R30.SG	BA-S	M	1450.0	Italy_LA.SG	914436	0.000010	0.541922	0.458068
R32.SG	BA-S	M	1450.0	Italy_LA.SG	614206	0.012322	0.528158	0.459520
R34.SG	BA-S	M	1450.0	Italy_LA.SG	814461	0.000010	0.557662	0.442328
R35.SG	BA-S	F	1450.0	Italy_LA.SG	584079	0.000010	0.553545	0.446445
R36.SG	BA-S	M	1450.0	Italy_LA.SG	861230	0.013514	0.476732	0.509754
LSC002.SG	EF	M	4619.0	Italy_LaSassa_CA.SG	753281	0.094570	0.799631	0.105799
LSC005.SG	EF	F	4633.0	Italy_LaSassa_CA.SG	116871	0.098508	0.788487	0.113005
LSC011.SG	EF	M	4586.0	Italy_LaSassa_CA.SG_1d.rel.LSC002	61117	0.082116	0.825894	0.091990
TAQ003	BA-S	F	1109.0	Italy_Lazio_Viterbo_EarlyMedieval	709673	0.047204	0.516524	0.436272
TAQ009	BA-S	M	972.0	Italy_Lazio_Viterbo_EarlyMedieval	845623	0.046625	0.494763	0.458612
TAQ011	BA-S	F	991.0	Italy_Lazio_Viterbo_EarlyMedieval	762057	0.048349	0.517869	0.433781
TAQ022	BA-S	F	859.0	Italy_Lazio_Viterbo_EarlyMedieval	597345	0.068689	0.510984	0.420327
TAQ002	BA-S	M	1960.0	Italy_Lazio_Viterbo_Etruscan	817986	0.112834	0.526970	0.360195
TAQ004	BA-S	M	2151.0	Italy_Lazio_Viterbo_Etruscan	764244	0.119900	0.547474	0.332626
TAQ006	BA-S	M	2151.0	Italy_Lazio_Viterbo_Etruscan	314284	0.113084	0.538555	0.348361
TAQ008	BA-S	F	2151.0	Italy_Lazio_Viterbo_Etruscan	486277	0.135754	0.557436	0.306810
TAQ010	BA-S	M	2151.0	Italy_Lazio_Viterbo_Etruscan	619202	0.118190	0.564277	0.317533
TAQ012	BA-S	F	2151.0	Italy_Lazio_Viterbo_Etruscan	630665	0.108836	0.581179	0.309986
TAQ013	BA-S	M	2151.0	Italy_Lazio_Viterbo_Etruscan	445886	0.117227	0.559470	0.323303
TAQ015	BA-S	F	2096.0	Italy_Lazio_Viterbo_Etruscan	843208	0.081560	0.561891	0.356549
TAQ016	BA-S	F	2151.0	Italy_Lazio_Viterbo_Etruscan	822547	0.136495	0.532398	0.331107
TAQ019	BA-S	F	2173.0	Italy_Lazio_Viterbo_Etruscan	877042	0.111142	0.565389	0.323469
TAQ023	EF	M	2265.0	Italy_Lazio_Viterbo_Etruscan	761004	0.042096	0.622859	0.335045
TAQ024	BA-S	M	2167.0	Italy_Lazio_Viterbo_Etruscan	826847	0.079332	0.554147	0.366521
TAQ017	BA-S	M	2100.0	Italy_Lazio_Viterbo_Etruscan_brother.TAQ024.TAQ001	785301	0.093297	0.561801	0.344902
TAQ005	BA-S	M	2118.0	Italy_Lazio_Viterbo_Etruscan_father.TAQ018.TAQ015	809431	0.094752	0.592946	0.312303
TAQ001	BA-S	F	2100.0	Italy_Lazio_Viterbo_Etruscan_sister.TAQ024.TAQ017	801666	0.083671	0.548836	0.367493
TAQ018	BA-S	M	2118.0	Italy_Lazio_Viterbo_Etruscan_son.TAQ005.brother.TAQ015	821614	0.094872	0.581922	0.323206
TAQ020	BA-S	M	1754.0	Italy_Lazio_Viterbo_Imperial	100025	0.052221	0.533144	0.414635
TAQ021	BA-S	M	1564.0	Italy_Lazio_Viterbo_Imperial	319208	0.028878	0.574285	0.396837
R970.SG	BA-S	M	300.0	Italy_Medieval_EarlyModern_o.SG	569974	0.030604	0.461705	0.507691
R1219.SG	BA-N	M	508.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	943082	0.105900	0.316875	0.577226
R1220.SG	BA-N	M	465.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	764875	0.097414	0.335809	0.566777
R1221.SG	BA-S	M	465.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	870722	0.077750	0.380181	0.542069
R1224.SG	BA-N	M	465.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	787630	0.098804	0.361197	0.539999
R1286.SG	BA-N	M	520.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	798659	0.102273	0.273129	0.624598
R1288.SG	BA-N	F	525.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	815528	0.118980	0.326585	0.554435
R1289.SG	BA-S	F	525.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	657988	0.102770	0.438682	0.458548
R55.SG	BA-S	M	595.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	922983	0.048244	0.439175	0.512581
R61.SG	BA-S	M	595.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	916898	0.084506	0.412101	0.503393
R62.SG	BA-N	F	735.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	962631	0.104986	0.325312	0.569701
R63.SG	BA-S	M	960.0	Italy_Medieval_EarlyModern_oCentralEuropean.SG	1022639	0.108230	0.438212	0.453557
R1283.SG	BA-S	M	1095.0	Italy_Medieval_EarlyModern.SG	794429	0.021453	0.500170	0.478376
R1285.SG	BA-S	M	935.0	Italy_Medieval_EarlyModern.SG	767681	0.031156	0.515862	0.452982
R1287.SG	BA-S	M	525.0	Italy_Medieval_EarlyModern.SG	823148	0.020893	0.518622	0.460485
R1290.SG	BA-S	F	602.0	Italy_Medieval_EarlyModern.SG	805973	0.009037	0.497380	0.493583
R52.SG	BA-S	M	595.0	Italy_Medieval_EarlyModern.SG	614842	0.003103	0.532888	0.464009
R53.SG	BA-S	M	595.0	Italy_Medieval_EarlyModern.SG	871351	0.000010	0.526655	0.473335
R54.SG	BA-S	M	595.0	Italy_Medieval_EarlyModern.SG	693405	0.000010	0.508789	0.491201
R56.SG	BA-S	F	595.0	Italy_Medieval_EarlyModern.SG	719439	0.000010	0.520757	0.479233
R57.SG	BA-S	F	595.0	Italy_Medieval_EarlyModern.SG	833707	0.014191	0.498995	0.486814
R58.SG	BA-S	M	850.0	Italy_Medieval_EarlyModern.SG	941419	0.007164	0.522352	0.470484
R59.SG	BA-S	M	1045.0	Italy_Medieval_EarlyModern.SG	909725	0.009020	0.521954	0.469026
R60.SG	BA-S	F	1045.0	Italy_Medieval_EarlyModern.SG	1003836	0.004777	0.464185	0.531038
R64.SG	BA-S	M	840.0	Italy_Medieval_EarlyModern.SG	1015836	0.000010	0.508267	0.491723
R65.SG	BA-S	F	840.0	Italy_Medieval_EarlyModern.SG	1019225	0.000010	0.533857	0.466133
R969.SG	BA-S	M	300.0	Italy_Medieval_EarlyModern.SG	1064074	0.005949	0.504787	0.489264
R973.SG	BA-S	F	300.0	Italy_Medieval_EarlyModern.SG	800800	0.000010	0.500219	0.499771
VK538_noUDG.SG	BA-S	M	800.0	Italy_Medieval_o1.SG	703301	0.067014	0.396842	0.536144
VK537_noUDG.SG	BA-S	F	800.0	Italy_Medieval_o2.SG	761353	0.002136	0.495917	0.501946
VK534_noUDG.SG	BA-S	M	766.0	Italy_Medieval.SG	692017	0.000010	0.499875	0.500115
VK535_noUDG.SG	BA-S	M	700.0	Italy_Medieval.SG	723032	0.019849	0.495637	0.484514
VK536_noUDG.SG	BA-S	F	800.0	Italy_Medieval.SG	630178	0.018315	0.510854	0.470832
R7.SG	HG	M	10706.0	Italy_Mesolithic.SG	1104146	0.999980	0.000010	0.000010
R11.SG	HG	M	11868.0	Italy_Mesolithic.SG	738614	0.999980	0.000010	0.000010
R15.SG	HG	M	9086.0	Italy_Mesolithic.SG	1102127	0.999980	0.000010	0.000010
I1979	BA-S	F	4015.0	Italy_North_BellBeaker_1	374980	0.075692	0.635907	0.288401
I2477	EF-ADMIX	F	4015.0	Italy_North_BellBeaker_2	781982	0.153163	0.807042	0.039795
I2478	BA-S	M	4006.0	Italy_North_BellBeaker_3	610484	0.157765	0.502079	0.340156
CL102	BA-N	F	1345.0	Italy_North_EarlyMedieval_Langobards_1	417327	0.121696	0.362220	0.516084
CL146	BA-N	M	1345.0	Italy_North_EarlyMedieval_Langobards_1	845566	0.150541	0.206638	0.642821
CL84	BA-N	M	1345.0	Italy_North_EarlyMedieval_Langobards_1	818423	0.163909	0.254359	0.581732
CL93	BA-N	M	1345.0	Italy_North_EarlyMedieval_Langobards_1	791342	0.185913	0.235714	0.578373
CL97	BA-N	M	1345.0	Italy_North_EarlyMedieval_Langobards_1	86925	0.153986	0.211438	0.634576
CL145	BA-N	M	1345.0	Italy_North_EarlyMedieval_Langobards_1_brother.CL146_son.CL151	834988	0.159184	0.192742	0.648074
CL83	BA-N	F	1345.0	Italy_North_EarlyMedieval_Langobards_1_brother.CL84_son.CL87	690970	0.140689	0.259023	0.600288
CL151	BA-N	F	1345.0	Italy_North_EarlyMedieval_Langobards_1_mother.CL145_mother.CL146	739101	0.177938	0.187988	0.634074
CL87	BA-N	F	1345.0	Italy_North_EarlyMedieval_Langobards_1_mother.CL83_mother.CL84_daughter.CL102	874047	0.163343	0.317841	0.518817
CL92	BA-N	M	1345.0	Italy_North_EarlyMedieval_Langobards_1_son.CL93	759396	0.185156	0.255472	0.559371
CL23	BA-S	M	1345.0	Italy_North_EarlyMedieval_Langobards_2	860833	0.102142	0.479826	0.418032
CL36	BA-S	F	1345.0	Italy_North_EarlyMedieval_Langobards_2	691740	0.074077	0.495868	0.430054
CL47	BA-S	F	1345.0	Italy_North_EarlyMedieval_Langobards_2	790117	0.104680	0.396705	0.498614
CL49_noUDG	BA-S	M	1345.0	Italy_North_EarlyMedieval_Langobards_2	252817	0.090941	0.410263	0.498796
CL53	BA-N	M	1345.0	Italy_North_EarlyMedieval_Langobards_2	329148	0.113622	0.389050	0.497327
CL57	BA-S	M	1345.0	Italy_North_EarlyMedieval_Langobards_2	786675	0.107549	0.386412	0.506039
CL63	BA-N	M	1345.0	Italy_North_EarlyMedieval_Langobards_2	852073	0.166643	0.339542	0.493815
CL94	BA-S	M	1345.0	Italy_North_EarlyMedieval_Langobards_2	874801	0.127595	0.448530	0.423875
CL121	BA-S	M	1345.0	Italy_North_EarlyMedieval_Langobards_3	864619	0.034142	0.549479	0.416379
CL25	BA-S	F	1345.0	Italy_North_EarlyMedieval_Langobards_3	702454	0.009793	0.563318	0.426889
CL30	BA-S	M	1345.0	Italy_North_EarlyMedieval_Langobards_3	838402	0.000010	0.574265	0.425725
CL38	BA-S	M	1345.0	Italy_North_EarlyMedieval_Langobards_3	765831	0.003929	0.549257	0.446814
RISE487_noUDG.SG	EF-ADMIX	M	5207.0	Italy_North_Remedello_C.SG	230658	0.121093	0.752514	0.126393
RISE489_noUDG.SG	EF-ADMIX	M	4702.0	Italy_North_Remedello_C.SG	491028	0.114794	0.775472	0.109733
RISE486_noUDG.SG	EF	M	3902.0	Italy_North_Remedello_EBA.SG	196204	0.128825	0.734016	0.137159
GCP003.SG	BA-S	F	3497.0	Italy_ReginaMargherita_BA.SG	128589	0.107943	0.499549	0.392508
SUA001_d	EF-ADMIX	M	3276.0	Italy_Sardinia_BA_Nuragic	73385	0.183507	0.816483	0.000010
SUA003	EF-ADMIX	M	3112.0	Italy_Sardinia_BA_Nuragic	188834	0.183170	0.816820	0.000010
ORC001	EF-ADMIX	F	3163.0	Italy_Sardinia_BA_Nuragic	783508	0.149605	0.829790	0.020605
ORC003	EF-ADMIX	M	3181.0	Italy_Sardinia_BA_Nuragic	830219	0.169405	0.795695	0.034900
ORC004	EF-ADMIX	M	3226.0	Italy_Sardinia_BA_Nuragic	489748	0.162527	0.836432	0.001041
ORC005	EF-ADMIX	F	3140.0	Italy_Sardinia_BA_Nuragic	805392	0.161079	0.822893	0.016028
ORC006	EF-ADMIX	M	3123.0	Italy_Sardinia_BA_Nuragic	771806	0.140898	0.820823	0.038279
ORC007	EF-ADMIX	M	3173.0	Italy_Sardinia_BA_Nuragic	827279	0.151530	0.821908	0.026562
ORC008	EF-ADMIX	M	3023.0	Italy_Sardinia_BA_Nuragic	805680	0.150205	0.803863	0.045932
ORC009	EF-ADMIX	F	3062.0	Italy_Sardinia_BA_Nuragic	822426	0.166150	0.825597	0.008253
SUA006	EF-ADMIX	F	3128.0	Italy_Sardinia_BA_Nuragic	332238	0.180362	0.798944	0.020693
MA82_noUDG	EF-ADMIX	F	3427.0	Italy_Sardinia_BA_Nuragic_o	554123	0.158386	0.782297	0.059317
MA87_noUDG	EF-ADMIX	M	2988.0	Italy_Sardinia_BA_Nuragic_o	27885	0.213490	0.724585	0.061925
MA110_noUDG	EF-ADMIX	M	3097.0	Italy_Sardinia_BA_Nuragic_o	952867	0.177787	0.778023	0.044190
MA112_renamed_noUDG	EF-ADMIX	M	3111.0	Italy_Sardinia_BA_Nuragic_o	121626	0.188138	0.737995	0.073867
MA138_noUDG	EF-ADMIX	M	3096.0	Italy_Sardinia_BA_Nuragic_o	66421	0.183702	0.756267	0.060031
FIL004	EF-ADMIX	F	5155.0	Italy_Sardinia_C	118034	0.159770	0.840220	0.000010
I16164	EF-ADMIX	M	4415.0	Italy_Sardinia_C	479822	0.142739	0.857251	0.000010
SID006	EF-ADMIX	M	4663.0	Italy_Sardinia_C	116827	0.150021	0.849969	0.000010
R22.SG	EF-ADMIX	F	3868.0	Italy_Sardinia_C_BA.SG	632558	0.149757	0.784614	0.065629
R27.SG	EF-ADMIX	M	4150.0	Italy_Sardinia_C_BA.SG	604980	0.113255	0.842047	0.044697
R29.SG	EF-ADMIX	M	4150.0	Italy_Sardinia_C_BA.SG	523124	0.113072	0.875019	0.011909
I14675	EF-ADMIX	M	4021.0	Italy_Sardinia_C_MonteClaro	782011	0.182986	0.814677	0.002337
I14677	EF-ADMIX	M	4329.0	Italy_Sardinia_C_MonteClaro	779464	0.150977	0.849013	0.000010
I14678	EF-ADMIX	M	4247.0	Italy_Sardinia_C_MonteClaro	800549	0.155257	0.844733	0.000010
I14676	EF-ADMIX	M	4053.0	Italy_Sardinia_C_MonteClaro	800566	0.195779	0.804211	0.000010
COR002	EF	M	1106.0	Italy_Sardinia_EarlyMedieval_o	837796	0.107828	0.717511	0.174661
COR001	EF	F	1017.0	Italy_Sardinia_EarlyMedieval_o_1d.rel.COR002	749875	0.113500	0.722274	0.164226
I12221	BA-S	M	1005.0	Italy_Sardinia_EarlyMedieval	77339	0.069902	0.492084	0.438014
S1249	EF-ADMIX	M	3650.0	Italy_Sardinia_EBA	122681	0.176388	0.811984	0.011628
S1250	EF-ADMIX	M	3650.0	Italy_Sardinia_EBA	46192	0.182060	0.817930	0.000010
S1252	EF-ADMIX	M	3650.0	Italy_Sardinia_EBA	393068	0.155848	0.816311	0.027841
S1253	EF-ADMIX	M	3650.0	Italy_Sardinia_EBA	34852	0.185510	0.814480	0.000010
SUC009	EF-ADMIX	M	3667.0	Italy_Sardinia_EBA	753648	0.176189	0.806087	0.017723
I3743	EF-ADMIX	M	3985.0	Italy_Sardinia_EBA	755500	0.180112	0.819878	0.000010
SUA002	EF-ADMIX	M	4076.0	Italy_Sardinia_EBA	688784	0.197078	0.801287	0.001635
LON001	EF-ADMIX	F	3775.0	Italy_Sardinia_EBA	752636	0.160464	0.820171	0.019365
ISB001	EF-ADMIX	M	3735.0	Italy_Sardinia_EBA	786013	0.153449	0.812692	0.033859
PJU002	EF-ADMIX	F	4145.0	Italy_Sardinia_EBA	144656	0.203941	0.796049	0.000010
SUA005	EF-ADMIX	F	4170.0	Italy_Sardinia_EBA	37834	0.206697	0.755162	0.038142
SUA007	EF-ADMIX	M	3904.0	Italy_Sardinia_EBA	220542	0.158503	0.782729	0.058768
SUC001	EF-ADMIX	F	4020.0	Italy_Sardinia_EBA	743408	0.185989	0.785734	0.028277
SUC003	EF-ADMIX	M	3963.0	Italy_Sardinia_EBA	728831	0.176807	0.822813	0.000380
SUC005	EF-ADMIX	M	4146.0	Italy_Sardinia_EBA	777500	0.176687	0.785939	0.037374
SUC007	EF-ADMIX	M	4321.0	Italy_Sardinia_EBA	703408	0.253866	0.746124	0.000010
R28.SG	EF-ADMIX	F	4185.0	Italy_Sardinia_EBA_dup.SUC004.SG	626543	0.139328	0.818488	0.042184
R26.SG	EF-ADMIX	M	4347.0	Italy_Sardinia_EBA_dup.SUC006.SG	485706	0.113133	0.846804	0.040064
ISC001	EF-ADMIX	M	4175.0	Italy_Sardinia_EBA_Nuragic	822881	0.192313	0.797749	0.009937
R25.SG	EF-ADMIX	F	4081.0	Italy_Sardinia_EBA_Nuragic_mother.SUC003_dup.SUC002.SG	509653	0.146427	0.823485	0.030088
MA85_noUDG	EF-ADMIX	F	3881.0	Italy_Sardinia_EBA_o	153449	0.177657	0.774768	0.047575
MA88_noUDG	EF-ADMIX	F	4177.0	Italy_Sardinia_EBA_o	613833	0.176132	0.775696	0.048172
I10366	EF	F	2244.0	Italy_Sardinia_IA_1	675710	0.060921	0.670683	0.268397
I16163	EF	F	2576.0	Italy_Sardinia_IA_2	553171	0.116011	0.633866	0.250123
VIL006	EF	F	2622.0	Italy_Sardinia_IA_Punic_1	468272	0.057436	0.664171	0.278394
VIL007	EF	M	2409.0	Italy_Sardinia_IA_Punic_1	443475	0.053650	0.638966	0.307384
VIL009	EF	F	2400.0	Italy_Sardinia_IA_Punic_1	77543	0.047553	0.671508	0.280940
VIL010	EF	F	2741.0	Italy_Sardinia_IA_Punic_1	173446	0.047581	0.657320	0.295098
MSR003	EF	F	2500.0	Italy_Sardinia_IA_Punic_2	464176	0.063576	0.603425	0.332998
ORC002	EF-ADMIX	M	2249.0	Italy_Sardinia_IA_Punic_2	895961	0.118222	0.753503	0.128275
I12220	BA-S	M	1306.0	Italy_Sardinia_LA	224611	0.017036	0.593149	0.389815
I12223	BA-S	M	1597.0	Italy_Sardinia_LA	48103	0.000010	0.622627	0.377363
SEC005	EF-ADMIX	F	4348.0	Italy_Sardinia_LateC	815642	0.159318	0.840672	0.000010
SEC002	EF-ADMIX	M	4352.0	Italy_Sardinia_LateC	903766	0.156512	0.835812	0.007676
SEC001	EF-ADMIX	M	4237.0	Italy_Sardinia_LateC	830683	0.159785	0.840205	0.000010
SEC004	EF-ADMIX	F	4337.0	Italy_Sardinia_LateC	622651	0.158636	0.841354	0.000010
SEC006	EF-ADMIX	F	4331.0	Italy_Sardinia_LateC	783100	0.167841	0.832149	0.000010
I10364	EF-ADMIX	M	2925.0	Italy_Sardinia_LBA	651348	0.169564	0.798481	0.031955
I10552	EF-ADMIX	F	3234.0	Italy_Sardinia_LBA	832837	0.168895	0.831095	0.000010
I10553	EF-ADMIX	M	3110.0	Italy_Sardinia_LBA	794826	0.164674	0.808332	0.026994
I10554	EF-ADMIX	F	3122.0	Italy_Sardinia_LBA	792502	0.142615	0.822003	0.035382
I3642	EF-ADMIX	M	2994.0	Italy_Sardinia_LBA	115541	0.173914	0.812040	0.014046
I3741	EF-ADMIX	F	3088.0	Italy_Sardinia_LBA	701640	0.196610	0.793327	0.010063
I10502	EF-ADMIX	M	3151.0	Italy_Sardinia_LBA	41931	0.144964	0.828742	0.026293
I16161	EF-ADMIX	F	3434.0	Italy_Sardinia_MBA	687036	0.189458	0.810532	0.000010
