IID	Group	Sex	Date	Pop	NumSNPs	North	Jomon	South
HG02073.SG	KHV.SG	M	0	KHV.SG	1149783	0.160688	0.000010	0.839302
HG02075.SG	KHV.SG	F	0	KHV.SG	1149861	0.124036	0.005176	0.870789
HG02076.SG	KHV.SG	M	0	KHV.SG	1149888	0.109905	0.000010	0.890085
HG02078.SG	KHV.SG	F	0	KHV.SG	1149914	0.103205	0.003423	0.893371
HG02079.SG	KHV.SG	M	0	KHV.SG	1149863	0.112027	0.006146	0.881827
HG02081.SG	KHV.SG	F	0	KHV.SG	1141244	0.169467	0.001085	0.829449
HG02082.SG	KHV.SG	M	0	KHV.SG	1147331	0.300381	0.001813	0.697805
HG02084.SG	KHV.SG	F	0	KHV.SG	1137140	0.176085	0.002721	0.821195
HG02085.SG	KHV.SG	M	0	KHV.SG	1145750	0.143825	0.000010	0.856165
HG02086.SG	KHV.SG	F	0	KHV.SG	1145066	0.154009	0.010008	0.835983
HG02087.SG	KHV.SG	F	0	KHV.SG	1133406	0.153723	0.000010	0.846267
HG02088.SG	KHV.SG	M	0	KHV.SG	1118465	0.137595	0.000010	0.862395
HG02113.SG	KHV.SG	F	0	KHV.SG	1142754	0.158678	0.000010	0.841312
HG02116.SG	KHV.SG	M	0	KHV.SG	1128728	0.215006	0.007606	0.777388
HG02121.SG	KHV.SG	F	0	KHV.SG	1134625	0.154695	0.004591	0.840714
HG02122.SG	KHV.SG	M	0	KHV.SG	1143005	0.336232	0.000010	0.663758
HG02127.SG	KHV.SG	F	0	KHV.SG	1142022	0.157146	0.000010	0.842844
HG02128.SG	KHV.SG	M	0	KHV.SG	1145346	0.166981	0.002955	0.830064
HG02130.SG	KHV.SG	F	0	KHV.SG	1122585	0.162913	0.011319	0.825768
HG02133.SG	KHV.SG	F	0	KHV.SG	1125386	0.154902	0.008505	0.836592
HG02134.SG	KHV.SG	M	0	KHV.SG	1135995	0.143748	0.000010	0.856242
HG02136.SG	KHV.SG	F	0	KHV.SG	1121097	0.166680	0.010162	0.823158
HG02137.SG	KHV.SG	M	0	KHV.SG	1126318	0.174160	0.000010	0.825830
HG02138.SG	KHV.SG	M	0	KHV.SG	1146501	0.141075	0.010562	0.848363
HG02139.SG	KHV.SG	F	0	KHV.SG	1142475	0.159279	0.003416	0.837304
HG02140.SG	KHV.SG	F	0	KHV.SG	1137873	0.181544	0.007651	0.810804
HG02141.SG	KHV.SG	M	0	KHV.SG	1145742	0.169450	0.000723	0.829827
HG02512.SG	KHV.SG	M	0	KHV.SG	1134465	0.223798	0.008466	0.767736
HG02513.SG	KHV.SG	F	0	KHV.SG	1148224	0.113622	0.000010	0.886368
HG02521.SG	KHV.SG	M	0	KHV.SG	1136248	0.193737	0.003343	0.802920
HG02522.SG	KHV.SG	F	0	KHV.SG	1148928	0.179403	0.000010	0.820587
La727_noUDG.WGC	GROUP2	F	2328	Laos_BA.WGC	278751	0.000010	0.086061	0.913929
La364.SG	GROUP2	M	2987	Laos_LN_BA.SG	920008	0.000010	0.096658	0.903332
La898.SG	GROUP2	M	5951	Laos_Unknown.SG	117138	0.000010	0.134214	0.865776
TUH001	GROUP1	M	1800	Mongolia_Arkhangai_XiongnuEarlyMedieval_3	837965	0.703431	0.052939	0.243630
TUH002	GROUP1	M	1800	Mongolia_Arkhangai_XiongnuEarlyMedieval_3	912923	0.548999	0.112094	0.338907
TUK001	GROUP1	F	1623	Mongolia_Arkhangai_XiongnuEarlyMedieval_3	872070	0.254411	0.249120	0.496469
TUK002	GROUP1	M	1800	Mongolia_Arkhangai_XiongnuEarlyMedieval_3	954679	0.592031	0.107355	0.300614
TUK003	GROUP1	F	1800	Mongolia_Arkhangai_XiongnuEarlyMedieval_3	1020925	0.569621	0.143910	0.286470
I12972	GROUP1	M	3347	Mongolia_LBA_Ulaanzukh_2	531154	0.769302	0.076053	0.154644
I13964	GROUP1	F	3350	Mongolia_LBA_Ulaanzukh_2	661842	0.793631	0.080544	0.125826
I14037	GROUP1	M	3306	Mongolia_LBA_Ulaanzukh_2	822195	0.817812	0.057915	0.124273
YUR001	GROUP1	M	1958	Mongolia_Selenge_Xiongnu	917917	0.679866	0.025264	0.294870
BUL002	GROUP1	M	3300	Mongolia_Sukhbaatar_MLBA	647202	0.803791	0.077518	0.118692
DA39_noUDG.SG	GROUP1	M	1942	Mongolia_Xiongnu_o1.SG	862811	0.714960	0.077643	0.207397
DA43_noUDG.SG	GROUP1	M	2100	Mongolia_Xiongnu_o1.SG	801886	0.681176	0.036004	0.282820
DA45_noUDG.SG	GROUP1	M	2046	Mongolia_Xiongnu_o1.SG	1145226	0.654701	0.047431	0.297869
I13721	GROUP2	F	3169	Taiwan_Gongguan	698205	0.006116	0.065192	0.928692
I13722	GROUP2	M	1500	Taiwan_Gongguan_lc	3188	0.000010	0.055231	0.944759
I13692	GROUP2	F	1550	Taiwan_Hanben_IA	564177	0.000010	0.053005	0.946985
I13695	GROUP2	M	1459	Taiwan_Hanben_IA	33975	0.000010	0.058627	0.941363
I14925	GROUP2	F	1550	Taiwan_Hanben_IA	28819	0.000010	0.075062	0.924928
I14929	GROUP2	M	1550	Taiwan_Hanben_IA	84079	0.000010	0.071692	0.928298
I14931	GROUP2	M	1550	Taiwan_Hanben_IA	72997	0.000010	0.069329	0.930661
I14933	GROUP2	M	1550	Taiwan_Hanben_IA	59427	0.000010	0.045965	0.954025
I14934	GROUP2	M	1550	Taiwan_Hanben_IA	55620	0.000010	0.060459	0.939531
I14937	GROUP2	F	1550	Taiwan_Hanben_IA	22130	0.000010	0.059283	0.940707
I15158	GROUP2	M	1550	Taiwan_Hanben_IA	219369	0.000010	0.066053	0.933937
I15159	GROUP2	F	1550	Taiwan_Hanben_IA	32270	0.000010	0.086318	0.913672
I3611_noUDG	GROUP2	F	1715	Taiwan_Hanben_IA	734205	0.000010	0.110869	0.889121
I3612_noUDG	GROUP2	M	1800	Taiwan_Hanben_IA	716014	0.000010	0.103854	0.896136
I3614	GROUP2	M	1550	Taiwan_Hanben_IA	962422	0.000010	0.057030	0.942960
I3615	GROUP2	F	1833	Taiwan_Hanben_IA	919609	0.000010	0.059880	0.940110
I3616	GROUP2	F	1641	Taiwan_Hanben_IA	790974	0.000010	0.055747	0.944243
I3617	GROUP2	F	1644	Taiwan_Hanben_IA	942565	0.000010	0.057137	0.942853
I3618	GROUP2	M	1550	Taiwan_Hanben_IA	918848	0.000010	0.050678	0.949312
I3619	GROUP2	F	1473	Taiwan_Hanben_IA	964280	0.000010	0.049284	0.950706
I3620	GROUP2	F	1857	Taiwan_Hanben_IA	927922	0.000010	0.064831	0.935159
I3621	GROUP2	F	1595	Taiwan_Hanben_IA	963184	0.000010	0.062628	0.937362
I3727	GROUP2	F	1550	Taiwan_Hanben_IA	939766	0.000010	0.059328	0.940662
I3728	GROUP2	F	1496	Taiwan_Hanben_IA	828737	0.000010	0.059491	0.940499
I3731	GROUP2	M	1550	Taiwan_Hanben_IA	939865	0.000010	0.069277	0.930713
I3732	GROUP2	F	1235	Taiwan_Hanben_IA	888384	0.000010	0.066300	0.933690
I3734	GROUP2	M	1575	Taiwan_Hanben_IA	918538	0.000010	0.076827	0.923163
I3735	GROUP2	F	1532	Taiwan_Hanben_IA	920871	0.000010	0.068572	0.931418
I3736	GROUP2	M	1550	Taiwan_Hanben_IA	818447	0.000010	0.073446	0.926544
I8071	GROUP2	F	1550	Taiwan_Hanben_IA	28973	0.000010	0.098197	0.901793
I8072	GROUP2	M	1550	Taiwan_Hanben_IA	85854	0.000010	0.073254	0.926736
I8074	GROUP2	F	1550	Taiwan_Hanben_IA	109102	0.000010	0.077026	0.922964
I8075	GROUP2	F	1459	Taiwan_Hanben_IA	734316	0.000010	0.072662	0.927328
I8076	GROUP2	M	1550	Taiwan_Hanben_IA	44383	0.000010	0.065210	0.934780
I8080	GROUP2	M	1550	Taiwan_Hanben_IA	70545	0.000010	0.066938	0.933052
I8081	GROUP2	M	1409	Taiwan_Hanben_IA	110609	0.000010	0.074278	0.925712
I8078	GROUP2	M	1575	Taiwan_Hanben_IA_1d.rel.I3735	144231	0.000010	0.071040	0.928950
I15156	GROUP2	M	1550	Taiwan_Hanben_IA_1d.rel.I8072	39267	0.000010	0.098881	0.901109
I13694	GROUP2	F	1550	Taiwan_Hanben_IA_lc	11184	0.000010	0.066710	0.933280
I13696	GROUP2	M	1550	Taiwan_Hanben_IA_lc	2757	0.180123	0.001241	0.818636
I13697	GROUP2	M	1550	Taiwan_Hanben_IA_lc	10766	0.000010	0.063095	0.936895
I14926	GROUP2	F	1550	Taiwan_Hanben_IA_lc	7415	0.000010	0.125256	0.874734
I14927	GROUP2	F	1550	Taiwan_Hanben_IA_lc	13004	0.043903	0.023126	0.932971
I14928	GROUP2	F	1550	Taiwan_Hanben_IA_lc	7249	0.000010	0.003046	0.996944
I14930	GROUP2	F	1550	Taiwan_Hanben_IA_lc	5823	0.000533	0.115950	0.883517
I15160	GROUP2	M	1550	Taiwan_Hanben_IA_lc	10685	0.000010	0.003549	0.996441
I15162	GROUP2	M	1550	Taiwan_Hanben_IA_lc	9634	0.000010	0.053970	0.946020
I15164	GROUP2	F	1550	Taiwan_Hanben_IA_lc	8724	0.000010	0.004216	0.995774
I15166	GROUP2	F	1550	Taiwan_Hanben_IA_lc	12136	0.026851	0.039642	0.933507
I8079	GROUP2	F	1550	Taiwan_Hanben_IA_lc	4587	0.000010	0.105044	0.894946
tai001_noUDG.SG	GROUP2	M	8195	Taiwan_Liangdao_LatePaleolithic_lc.SG	10319	0.053215	0.184460	0.762324
tai002_noUDG.SG	GROUP2	F	7550	Taiwan_Liangdao_LatePaleolithic.SG	157743	0.168664	0.218301	0.613034
I2497	GROUP2	F	1950	Vietnam_BA	312686	0.000010	0.072442	0.927548
I2948	GROUP2	M	1947	Vietnam_BA	45934	0.000010	0.057837	0.942153
Vt779_noUDG.SG	GROUP2	F	2237	Vietnam_BA_DongSonCulture.SG	81867	0.000010	0.080058	0.919932
Vt781_noUDG.SG	GROUP2	F	2242	Vietnam_BA_DongSonCulture.SG	79288	0.000010	0.043540	0.956450
Vt796_noUDG.SG	GROUP2	F	2138	Vietnam_BA_DongSonCulture.SG	69243	0.000010	0.052376	0.947614
Vt808_noUDG.SG	GROUP2	F	2248	Vietnam_BA_DongSonCulture.SG	65568	0.000010	0.048909	0.951081
Vt880.SG	GROUP2	F	3950	Vietnam_LN_HaLongCulture.SG	138355	0.000010	0.129133	0.870857
Vt777_noUDG.SG	GROUP2	F	2271	Vietnam_LN.SG	97850	0.000010	0.119252	0.880738
Vt778_noUDG.SG	GROUP2	M	2648	Vietnam_LN.SG	121745	0.042107	0.107691	0.850202
Vt833.SG	GROUP2	F	4168	Vietnam_LN.SG	163301	0.000010	0.128259	0.871731
I0627	GROUP2	F	3949	Vietnam_N	107081	0.000010	0.106213	0.893777
I1135	GROUP2	M	3715	Vietnam_N	20606	0.000010	0.133433	0.866557
I1859	GROUP2	F	3762	Vietnam_N	52303	0.000010	0.069611	0.930379
I2731	GROUP2	M	3684	Vietnam_N	44775	0.000010	0.105719	0.894271
I0626	GROUP2	M	3850	Vietnam_N	58077	0.000010	0.143372	0.856618
I2726_noUDG	GROUP2	M	3850	Vietnam_N_noUDG_lc	13279	0.000010	0.124941	0.875049
I10973	GROUP2	M	3850	Vietnam_N_lc	5436	0.000010	0.086508	0.913482
I1137	GROUP2	M	3758	Vietnam_N	102230	0.000010	0.092671	0.907319
NAG012	GROUP3	M	2401	Japan_Nagabaka_2800BP	31869	0.000010	0.999980	0.000010
NAG019	GROUP3	F	2628	Japan_Nagabaka_2800BP	758796	0.000010	0.999980	0.000010
NAG037	GROUP3	M	2401	Japan_Nagabaka_2800BP	20394	0.000010	0.999980	0.000010
NAG038	GROUP3	F	2758	Japan_Nagabaka_2800BP	580403	0.000010	0.999980	0.000010
TYJ001	GROUP3	F	3950	Korea_Yokchido	236624	0.000012	0.999978	0.000010
BalongKD06	GROUP2	M	1550	China_Guangxi_Balong_Jin_NorthernAndSouthernDynasties	27585	0.000010	0.046550	0.953440
BalongKD07	GROUP2	M	1526	China_Guangxi_Balong_Jin_NorthernAndSouthernDynasties	67951	0.000010	0.062929	0.937061
BalongKD08	GROUP2	M	1550	China_Guangxi_Balong_Jin_NorthernAndSouthernDynasties	25899	0.000010	0.040967	0.959023
BalongKD10	GROUP2	M	1489	China_Guangxi_Balong_Jin_NorthernAndSouthernDynasties	375901	0.000010	0.050128	0.949862
BandaKD11	GROUP2	M	1372	China_Guangxi_Banda_NorthernAndSouthernDynasties_Sui_Tang	567302	0.000010	0.048302	0.951688
BandaKD15	GROUP2	M	1426	China_Guangxi_Banda_NorthernAndSouthernDynasties_Sui_Tang	41792	0.000010	0.045465	0.954525
CenxunKP05	GROUP2	F	1372	China_Guangxi_Cenxun_Sui_Tang	69306	0.000010	0.070390	0.929600
CenxunKP07	GROUP2	M	1327	China_Guangxi_Cenxun_Sui_Tang	143284	0.000010	0.117334	0.882656
CenxunKP13	GROUP2	F	1384	China_Guangxi_Cenxun_Sui_Tang	138677	0.000010	0.072958	0.927032
Dushan4_1	GROUP2	M	8707	China_Guangxi_Dushan_N	595003	0.000010	0.153580	0.846410
LadaKH01	GROUP2	F	1372	China_Guangxi_Lada_NorthernAndSouthernDynasties_Sui_Tang	812221	0.000010	0.073471	0.926519
LayiKD01	GROUP2	M	1465	China_Guangxi_Layi_NorthernAndSouthernDynasties	209063	0.000010	0.066678	0.933312
Longlin_1	GROUP1	F	11517	China_Guangxi_Longlin_Epipaleolithic	212121	0.167574	0.192565	0.639861
Qihe3	GROUP2	M	11564	China_Fujian_Qihe_Epipaleolithic	647417	0.066541	0.192530	0.740929
QinchangKD13	GROUP2	M	1439	China_Guangxi_Qinchang_NorthernAndSouthernDynasties	51188	0.000010	0.081057	0.918933
QinchangKD14	GROUP2	M	1479	China_Guangxi_Qinchang_NorthernAndSouthernDynasties	224172	0.000010	0.168056	0.831934
ShenxianKP09	GROUP2	F	1308	China_Guangxi_Shenxian_Sui_Tang	661217	0.000010	0.112450	0.887540
YiyangKP17	GROUP2	F	1372	China_Guangxi_Yiyang_NorthernAndSouthernDynasties_Sui_Tang	298193	0.000010	0.063807	0.936183
AKG_10203.SG	GROUP1	M	1550	SouthKorea_Gimhae_DaeseongDong_ThreeKingdoms.SG	891701	0.665040	0.295769	0.039191
AKG_10204.SG	GROUP1	M	1550	SouthKorea_Gimhae_DaeseongDong_ThreeKingdoms.SG	641242	0.765139	0.065717	0.169144
AKG_10207.SG	GROUP1	F	1550	SouthKorea_Gimhae_DaeseongDong_ThreeKingdoms.SG	1144170	0.762107	0.217423	0.020470
AKG_10209.SG	GROUP1	F	1550	SouthKorea_Gimhae_DaeseongDong_ThreeKingdoms.SG	945649	0.678214	0.122571	0.199215
AKG_10210.SG	GROUP1	F	1550	SouthKorea_Gimhae_DaeseongDong_ThreeKingdoms.SG	1061572	0.708651	0.105841	0.185508
AKG_10218.SG	GROUP1	M	1550	SouthKorea_Gimhae_DaeseongDong_ThreeKingdoms.SG	544263	0.659040	0.143120	0.197840
AKG_3420.SG	GROUP1	F	1550	SouthKorea_Gimhae_YuhaRi_ThreeKingdoms.SG	1095181	0.712024	0.104910	0.183066
AKG_3421.SG	GROUP1	F	1550	SouthKorea_Gimhae_DaeseongDong_ThreeKingdoms.SG	514225	0.716101	0.152635	0.131263
S7241.E1.L1_v54.1_addback	GROUP2	M	3850	Vietnam_N_all	11388	0.000010	0.130081	0.869909
